Materialnr.;Unnamed: 1;Artikelbezeichnung;Artikelbezeichnung 2;"Waren
gruppe";" Artkel 
VK 01.01.19 ";" Material/
100mm
01.01.2019 "; Schnitt ; Preiseinheit ;Max. Zuschnitt; Sonder Rabatte 
282311503;0.0.457.78;"Klemmwinkel 40; Nut 8;  mit Klemmhebel";Material: Zinkdruckguss aluf. lackiert;010221; 8,48 € ;;;1.0;;
282311600;0.0.444.76;Klemmprofil Verbinder E 40x40 Nut8;inkl. Befestigung;010221; 8,43 € ;;;1.0;;
282311601;0.0.457.92;Klemmprofil Kreuzverbinder 40x40 Nut 8;inkl. Befestigung;010221; 11,14 € ;;;1.0;;
282311602;0.0.440.05;Aufhängung für Klemmprofilverbinder;40 Nut 8;010221; 2,64 € ;;;1.0;;
282311700;0.0.626.00;Sicherheitsaufhängung 8/8;inkl. Befestigung;010221; 27,26 € ;;;1.0;;
282311800;282311800;Bolzenverbinder 40 Nut8;Material: Stahl verzinkt;010221; 3,88 € ;;;1.0;;
282311801;282311801;Bolzenverbinder 80 Nut8;Material: Stahl verzinkt;010221; 4,66 € ;;;1.0;;
282311802;282311802;Bolzenverbinder 18 Nut8;Material: Stahl verzinkt;010221; 2,29 € ;;;1.0;;
282311850;0.0.488.07;Standard-Verbindungssatz 8-K;Material: POM schwarz;010221; 0,89 € ;;;1.0;;
282311901;282311901;"Zentralschraube S7,3x20; stahl verzinkt";selbstfurchend ähnlich ISO7380;010221; 33,90 € ;;;100.0;;
282312001;282312001;Gehrungsverbinder, Nut 8;Material: Stahl verzinkt;010221; 5,10 € ;;;1.0;;
282313001;0.0.492.30;Gehrungsverbinder-Satz Nut 8;-;010221; 4,32 € ;;;1.0;;
282320000;282320000;Zentralspanner Nut8 mit Verdrehsicherung;Material: stahl verzinkt;010221; 3,43 € ;;;1.0;;
282321001;0.0.388.00;"Winkelelement T1-40; Nut 8";Material: Alu eloxiert;010221; 11,08 € ;;;1.0;;
282321002;0.0.388.02;Winkelelement T2-40, Nut 8;Material: Alu eloxiert;010221; 7,72 € ;;;1.0;;
282321009;0.0.388.01;Winkelelement T1-80 Nut8;Material: Alu eloxiert;010221; 13,83 € ;;;1.0;;
282321010;0.0.388.03;Winkelelement T2-80 Nut8;Material: Alu eloxiert;010221; 13,83 € ;;;1.0;;
282350100;0.0.601.23;Nutgleiter Kunststoff 40x40, Nut 8;schwenkbar, mit Befestigungsmaterial;010221; 4,34 € ;;;1.0;;
282350200;0.0.474.63;Bodenbefestigungsplatte 160 Nut 8;Material: GD-Al schwarz;010221; 29,64 € ;;;1.0;;
0.0.474.63;282350200;Bodenbefestigungsplatte 160 Nut 8;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
282350201;0.0.474.63;Befestigungssatz für Bodenbefestigungsp;160 Nut 8 profilseitig;010221; 1,35 € ;;;1.0;;
0.0.474.63;282350201;Befestigungssatz für Bodenbefestigungsp;siehe Artikelnummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
282350300;0.0.474.44;Positions-Verbindungssatz 8;Material: GD-Zn, schwarz;010221; 6,92 € ;;;1.0;;
282350400;0.0.457.51;Nutrolle 8F;Material: POM schwarz;010221; 4,11 € ;;;1.0;;
282400400;0.0.404.09;Eckverbindungssatz 32/18 Nut 8;Material: stahl verzinkt;010221; 1,27 € ;;;1.0;;
282500001;0.0.618.61;Set Rahmen-Eckverbinder 40x20 Zinkdruckg;alufarbig lackiert;010221; 4,51 € ;;;1.0;;
282500500;0.0.479.96;Befestigungssatz für Winkel 160x160 M8;Material: Kunststoff PA schwarz;010221; 5,06 € ;;;1.0;;
282523501;0.0.411.26;Abdeckkappe für Winkel 40x40, Nut 8;Material: PA schwarz;010221; 0,58 € ;;;1.0;;
282523502;0.0.411.25;Abdeckkappe für Winkel 40x80, Nut 8;Material: PA schwarz;010221; 0,88 € ;;;1.0;;
282523503;282523503;Abdeckkappe für Winkel 80x80;Material: PA schwarz;010221; 1,54 € ;;;1.0;;
282523504;282523504;Abdeckkappe für Winkel 80x80;Material: PA verkehrsgrau ähnl. RAL7042;010221; 1,60 € ;;;1.0;;
282523505;0.0.419.66;Abdeckkappe für Winkel 60x60;Material: PA schwarz;010221; 0,88 € ;;;1.0;;
282523505;0.0.005.06;Abdeckkappe für Winkel 60x60;Material: PA schwarz;010221; 0,88 € ;;;1.0;;
282523506;282523506;Abdeckkappe für Winkel 40x80;Material: PA verkehrsgrau ähnl. RAL7042;010221; 1,05 € ;;;1.0;;
282523507;0.0.436.25;Abdeckkappe für Winkel 160x80 ;Material: PA schwarz;010221; 2,22 € ;;;1.0;;
282523508;0.0.627.57;Abdeckkappe für Winkel 40x40, Nut 8;Material: PA, RAL7042 verkehrsgrau;010221; 0,58 € ;;;1.0;;
282528572;0.0.026.09;Bohrvorrichtung Nut 8, D20 / D7;-;010121; 133,52 € ;;;1.0;;
282528573;282528573;Bohrvorrichtung Nut 8, D14,2 / D12;-;010121; 121,14 € ;;;1.0;;
282528574;0.0.493.71;Bohrvorrichtung Nut 8, D14,2/D9;Aluminium;010121; 362,40 € ;;;1.0;;
282529159;282529159;Befestigungssatz f. Lenkrollen;-;010221; 1,80 € ;;;1.0;;
282529160;282529160;Befestigungssatz f. Lenkrollen;-;010221; 1,32 € ;;;1.0;;
282529170;282529170;Befestigungssatz f. Lenkrollen DM75;-;010221; 1,80 € ;;;1.0;;
282538100;0.0.406.34;"Pneumatik-Anschlußplatte 80x40 R1/2""";-;010221; 15,57 € ;;;1.0;;
282538101;0.0.420.80;Pneumatik-Anschlußplatte 8 80x40 PE-LD;transparent, selbstklebend;010221; 0,73 € ;;;1.0;;
282538102;0.0.420.79;Pneumatik-Anschlußplatte 8 80x80 PE-LD;transparent, selbstklebend;010221; 1,30 € ;;;1.0;;
282540100;282540100;Adapterplatte für Lenkrolle 40x40 Nut 8;Material: Zinkdruckguss aluf. pulverb.;010221; 1,51 € ;;;1.0;;
282540101;282540101;Adapterplatte für Bockrolle 40x40 Nut 8;Material: Zinkdruckguss aluf. pulverb.;010221; 1,51 € ;;;1.0;;
282600011;0.0.026.10;Kunststoffscharnier links 32x60 Nut 8;aushängbar, Material: Kunststoff PA;010221; 2,96 € ;;;1.0;;
282600012;0.0.026.12;Kunststoffscharnier links 32x60 Nut 8;aushängbar, Material: Kunststoff PA;010221; 2,96 € ;;;1.0;;
282600025;0.0.196.36;Zinkdruckguss-Scharnier 40, Nut 8;mit Langlöchern, nicht aushängbar;010221; 6,65 € ;;;1.0;;
282600027;0.0.441.81;Zinkdruckguss-Scharnier 30, Nut 8;mit Langlöchern, nicht aushängbar;010221; 6,92 € ;;;1.0;;
282600028;282600028;Zinkdruckguss-Scharnier 40, Nut 8;mit Klemmhebel;010221; 12,78 € ;;;1.0;;
282600500;0.0.626.68;GLEITSCHLITTEN-FÜHRUNG 80X40, NUT 8;mit Schlittenklemmung,Gleitschuh, ;010221; 14,39 € ;;;1.0;;
282600501;0.0.619.53;Gleitschlitten-Führung 80x40, Nut 8;Befestigungssatz Loslager;010221; 7,09 € ;;;1.0;;
282600502;0.0.619.62;Gleitschlitten-Führung 80x40, Nut 8;Befestigungssatz Festlager,;010221; 7,09 € ;;;1.0;;
282600503;0.0.607.39;Gleitschlitten-Führung 80x40, Nut 8;-;010221; 6,88 € ;;;1.0;;
282652000;0.0.615.59;Winkelfeststellung 8 inkl. Befestigung;Material:Aludruckguss alufarbig lackiert;010221; 19,04 € ;;;1.0;;
282652001;0.0.388.08;Automatikverbinder, Nut 8, ESD-fähig;inkl. Nutenstein mit Steg gekerbt;010221; 2,39 € ;;;1.0;;
282652005;0.0.388.66;Abdeckkappe für Automatikverbinder, Nut;Material: Kunststoff PA, schwarz;010221; 15,74 € ;;;100.0;;
282652006;0.0.616.31;Abdeckkappe für Automatikverbinder, Nut;Material: Kunststoff PA, grau RAL7042;010221; 15,74 € ;;;100.0;;
282652009;0.0.440.58;"Automatikverbinder Nut8; inkl.";Nutenstein mit Steg;010221; 2,81 € ;;;1.0;;
282652012;0.0.406.80;Automatik-Stoßverbinder Set, Nut 8;inkl. Schraube und Schneidhülse;010221; 3,49 € ;;;1.0;;
282652013;0.0.444.15;Automatik-Stoßverbinder Set, Nut 8;inkl. Schraube und Schneidhülse;010221; 4,27 € ;;;1.0;;
282652020;0.0.672.84;"Automatik-Combiverbinder 40; Nut8, ESD";inkl. Nutenstein gekerbt;010221; 3,65 € ;;;1.0;;
282652021;0.0.672.85;"Automatik-Combiverbinder 80; Nut8, ESD";inkl. Nutenstein gekerbt;010221; 3,76 € ;;;1.0;;
282652030;282652030;Plattenverbinder 40x40 Nut 8;Material: Zinkdruckguss blank;010221; 4,86 € ;;;1.0;;
282652031;282652031;Plattenverbinder 40x80 Nut 8;Material: Zinkdruckguss blank;010221; 6,81 € ;;;1.0;;
282652032;282652032;Plattenverbinder 40x80 Nut 8;Material: Zinkdruckguss blank;010221; 7,79 € ;;;1.0;;
282655001;282655001;"Winkelverbinder 40 45°; Nut 8";Zinkdruckguss blank;010221; 5,20 € ;;;1.0;;
282655002;282655002;"Winkelverbinder 40 45°; Nut 8";Zinkdruckguss alufarbig lackiert;010221; 6,07 € ;;;1.0;;
282655003;282655003;"Winkelverbinder 40/80 45°; Nut 8";Material: Zinkdruckguss blank;010221; 10,11 € ;;;1.0;;
282655004;282655004;"Winkelverbinder 40/80 45°; Nut 8";Zinkdruckguss alufarbig lackiert;010221; 11,23 € ;;;1.0;;
282655009;282655009;"Winkelverbinder 80//40 45°; Nut 8";Zinkdruckguss blank;010221; 4,76 € ;;;1.0;;
282655010;282655010;"Winkelverbinder 80//40 45°; Nut 8";Zinkdruckguss alufarbig lackiert;010221; 6,06 € ;;;1.0;;
282656000;282656000;Profilverbinder Nut 8, Stahl verzinkt;4x M6 Gewinde, L = 180mm;010221; 9,62 € ;;;1.0;;
282656003;282656003;"Würfelverbinder 40/2  Nut 8; ";Material: Alu Druckguss blank;010221; 5,23 € ;;;1.0;;
282656004;282656004;"Würfelverbinder 40/3  Nut 8; ";Material: Alu Druckguss blank;010221; 5,48 € ;;;1.0;;
282656005;282656005;"Würfelverbinder 40/2  Nut 8; inkl.  2";Abdeckkappen u. Schrauben ISO7380 M8x25;010221; 5,56 € ;;;1.0;;
282656006;282656006;"Würfelverbinder 40/3  Nut 8; inkl.  3";Abdeckkappen u. Schrauben ISO7380 M8x25;010221; 5,72 € ;;;1.0;;
282656007;282656007;"Würfelverbinder 40/2  Nut 8; inkl.  2";Abdeckkappen u. Schrauben ISO7380 M8x25;010221; 6,12 € ;;;1.0;;
282656008;282656008;"Würfelverbinder 40/3  Nut 8; inkl.  3";Abdeckkappen u. Schrauben ISO7380 M8x25;010221; 6,40 € ;;;1.0;;
282750100;0.0.196.60;"Sockelelement 8; Material: Kunststoff PA";-;010221; 2,81 € ;;;1.0;;
282800100;0.0.294.15;LAGEREINHEIT 8 D14 E;Bolzen brüniert;010221; 64,36 € ;;;1.0;;
282800101;0.0.294.28;Doppellagereinheit 8 D14 E;Bolzen brüniert;010221; 114,44 € ;;;1.0;;
282800102;0.0.294.14;Lagereinheit 8 D14 Z;Bolzen brüniert;010221; 59,50 € ;;;1.0;;
282800103;0.0.294.26;Doppellagereinheit 8 D14 Z;Bolzen brüniert;010221; 100,16 € ;;;1.0;;
282800110;0.0.294.46;Abstreif-und Schmiersystem 8 D14 ;(links+recht), inkl. 2 Halbrundschrauben;010221; 7,14 € ;;;1.0;;
282800150;0.0.294.52;"Laufrolle D14; St, 100 CR 6, gehärtet ";geschliffen, zweireihig kugelgelagert;010221; 19,68 € ;;;1.0;;
282800151;0.0.294.10;Bolzen 8 D14 zentrisch;Material: stahl verzinkt;010221; 8,78 € ;;;1.0;;
282800152;0.0.294.12;Bolzen 8 D14 exzentrisch;Material: stahl verzinkt;010221; 15,03 € ;;;1.0;;
282800200;0.0.453.68;Wellenklemmprofil 8 D14;10 St. x  3000 mm;010212; 155,79 € ;;;1.0;;
282899200;0.0.294.34;Wellenklemmprofil 8 D14;Längenangabe notwendig, Bearbeitung auf Anfrage;010221;; 0,58 € ; 1,59 € ;1.0;3000,0;
283218003;0.0.026.83;Laufrolle D=39,0mm Nut 8 ;Material: Kunststoff PA glasfaserverst.;010221; 3,40 € ;;;1.0;;
283218004;283218004;Laufrolle D=47mm Nut 8 ;Material: Kunststoff PA glasfaserverst.;010221; 5,77 € ;;;1.0;;
283500500;0.0.026.17;Bodenplattte 8 160 Al, eloxiert natur;2 Abdeckkappen 8 160x28;010221; 53,00 € ;;;1.0;;
283500501;0.0.388.69;Bodenplattte 8 280 Al, eloxiert natur;2 Abdeckkappen 8 160x28;010221; 73,55 € ;;;1.0;;
283510401;0.0.196.64;"Hub-Schrauber Profil 40 Nut 8; 45-65mm";-;010221; 3,43 € ;;;1.0;;
283510401;0.0.603.33;"Hub-Schrauber Profil 40 Nut 8; 45-65mm";-;010221; 3,43 € ;;;1.0;;
284532206;284532206;Tragarmgelenk 40x40 Nut 8;"Material: Aluminiumdruckguss; alufarbig ";010221; 17,19 € ;;;1.0;;
284532207;284532207;Tragarmgelenk 40x80 Nut 8;"Material: Aluminiumdruckguss; alufarbig ";010221; 22,13 € ;;;1.0;;
284615601;0.0.196.44;Aufhängung Nut 8 ;Material: Zinkdruckguss schwarz;010221; 4,76 € ;;;1.0;;
284615602;0.0.265.05;Befestigungssatz für Aufhängung Nut 8 ;-;010221; 0,91 € ;;;1.0;;
285100100;0.3.001.81;Erdungsanschluss Nut 8;inkl. Nutenstein, Gewindestift, ;010221; 1,66 € ;;;1.0;;
285400000;0.0.418.24;Universalkabelbinderblock Nut 5-8;Kunststoff PA, schwarz;010221; 29,21 € ;;;100.0;;
285400300;285400300;Kabelbinderblock Nut 8;Kunststoff PA, schwarz;010221; 0,68 € ;;;1.0;;
285610501;0.0.196.48;Magnetverschluss Nut 8, schwarz;Material: Kunststoff PA glasfaserverstä;010221; 2,81 € ;;;1.0;;
285615005;285615005;Uniblock 25 mit Vierkantmutter M4 Nut 8;Material: Block: Kunststoff PA glasfaser;010221; 1,20 € ;;;1.0;;
285615006;285615006;Uniblock 25 mit Vierkantmutter M5 Nut 8;Material: Block: Kunststoff PA glasfaser;010221; 1,20 € ;;;1.0;;
285615007;285615007;Uniblock 25 mit Vierkantmutter M6 Nut 8;Material: Block: Kunststoff PA glasfaser;010221; 1,20 € ;;;1.0;;
285615008;285615008;Uniblock 26 CS mit verliersicherer ;Schraube, schwarz;010221; 2,14 € ;;;1.0;;
285615011;0.0.026.72;Befestigungsblock mit Mutter Nut 8 M6;-;010221; 1,32 € ;;;1.0;;
285615012;285615012;Befestigungsblock mit Mutter Nut 8 M6;-;010221; 1,32 € ;;;1.0;;
285615050;0.0.373.23;"Uniblock ZN40 Nut 8; M6";Material: Zinkdruckguss;010221; 3,09 € ;;;1.0;;
285615070;0.0.604.10;Quick Block Nut 8 mit Knebelzapfen;Material: Kunststoff PA schwarz;010221; 1,95 € ;;;1.0;;
285615100;0.0.406.21;Klemmfeder, Nut 8, Länge 80 mm;Material: Edelstahl;010221; 0,49 € ;;;1.0;;
285615101;0.0.196.63;Klemmblock Nut 8;Farbe: schwarz, Material: Kunststoff PA;010221; 1,21 € ;;;1.0;;
285615105;0.0.641.45;Klemmblock Nut 8;Material: Kunststoff PA glasfaserv. ;010221; 1,25 € ;;;1.0;;
285615200;0.0.404.87;Schiebetür-Führungssatz Nut 8;Material: Kunststoff, POM schwarz;010221; 6,24 € ;;;1.0;;
285615300;285615300;Hub- und Schiebetür-Führungssatz;Nut 8, inkl. Senkschraube D7991 2x;010221; 13,21 € ;;;1.0;;
286500010;286500010;Greifschale 105x153,5x50mm, Nut 8;Material: Kunststoff PA, schwarz;010223; 3,46 € ;;;1.0;;
286500011;0.0.664.40;Greifschale 105x153,5x50mm, Nut 8, ESD;Material: Kunststoff PA, schwarz;010223; 6,27 € ;;;1.0;;
286500012;0.0.664.35;Greifschale 105x153,5x50mm, Nut 8;Material: Kunststoff PA, verkehrsgrau;010223; 3,53 € ;;;1.0;;
286500013;0.0.669.42;Greifschale 105x153,5x50mm, Nut 8;Material: Kunststoff PA, signalgrün;010223; 3,53 € ;;;1.0;;
286500014;0.0.669.40;Greifschale 105x153,5x50mm, Nut 8;Material: Kunststoff PA, verkehrsrot;010223; 3,53 € ;;;1.0;;
286500015;0.0.669.41;Greifschale, 105x153,5x50mm, Nut 8;Material: Kunststoff PA, signalgelb;010223; 3,53 € ;;;1.0;;
286516909;286516909;Erdungskontakt ESD für 10mm Druckknopf;-;010221; 6,99 € ;;;1.0;;
286522100;0.0.486.95;Set Erdungsverbindung Nut 8;bestehend aus:;010221; 15,14 € ;;;1.0;;
3842111987;412111987;"Spreizmutter M4;Nut10;";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842111988;412111988;"Spreizmutter M5;Nut10;";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842111989;412111989;"Spreizmutter M6;Nut10;";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842146813;412146813;"Knotenelement 60x60x42;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842146815;412146815;"Fundamentwinkel;VE20;160x90x42x4";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842146848;412146848;"Fundamentwinkel;LE01;210x90x42";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842146920;412146920;"Schnellverschluß;Nut10;VE100";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842146972;406146972;"Bef.Satz f. Querverb.;";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842191175;412191175;"Endverbinder 45x45;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842218940;413218940;"Tragrolle D58x30;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842218953;415218953;Hängegleiter (1);siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842259790;412259790;"Lenkrolle D100;H125;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842259792;412259792;Bockrolle D100 H125;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842548853;412548853;Abdeckkappe f. Winkel 60x60 ;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842259794;412259794;Befestigungssatz Lenk- u.Bockrollen;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842311950;413311950;"Gelenkfuß M16x85;D90;VE20";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842311951;413311951;"Gelenkfuß M16x145;D90;VE20";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842311956;413311956;"Gelenkfuß M16x145;D44;VE20";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842551583;481338990;Abdeckkappe 15x30 schwarz ESD;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842345081;412345081;"Bundmutter M8;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842348526;412348526;"Winkel 43x42 Nut10;LE01 (3842146876)";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842352009;412352009;Winkel 43x42 kompl.;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842352061;413352061;"Gelenkfuß M12x85;D44;VE20";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842555584;412500921;Bolzenverbinder D17x45;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842555586;412500922;"Bolzenverbinder D17x60;Nut10";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842555588;412500923;"Bolzenverbinder D17x90;Nut10";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842501751;482501751;"Hammermutter M4:Nut8; VE100";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842501752;482501752;"Hammermutter M5;Nut8;";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842501753;482501753;"Hammermutter M6;Nut8;";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842502137;482502137;"Winkel 20x28 N8;LE01;incl.Bef.";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842502153;406502153;Informationstafel 2x DIN A4;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842502257;402502257;"Gelenkfuß M8x65;D30;VE20";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842502683;484502683;"Gelenk 30x30;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842502684;414502694;"Gelenk 45x45;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842503073;481503073;"Abdeckprofil Nut8;LE01;Farblos";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842504760;402504760;"Winkel R 40x43 N10;VE100";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842504790;403504790;"Gewindehülse M12;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557208;481506948;Aluminiumprofil 30x30 1N;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557209;481506949;Aluminiumprofil 30x30 2NVS;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557220;481506950;Aluminiumprofil 30x30 2N;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557221;481506951;Aluminiumprofil 30x30 3N;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557222;411506956;Aluminiumprofil 45x45L 1N;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557223;411506957;Aluminiumprofil 45x45L 2NVS;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557224;411506958;Aluminiumprofil 45x45L 2N;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557225;411506959;Aluminiumprofil 45x45L 3N;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557941;411508102;Rahmenprofil 22,5x45;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557943;411509177;Schiebetürprofil Al 45;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557206;481509178;Aluminiumprofil 30x30;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557944;411509179;Aluminiumprofil 22,5x180;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557207;411509183;Aluminiumprofil 60x90;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557200;411509184;Aluminiumprofil 45x60;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557202;411509185;Aluminiumprofil 60x60;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557201;411509189;Aluminiumprofil 90x90;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842510078;482510078;"Nutensteinprofil;Nut8;L=1000mm";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842510165;408510165;"Anschlagpuffer;20x24-M6x10;VE10";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842510462;402510462;"Anschlagpuffer;20x20-M6x10;VE10";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842510464;402510464;"Anschlagpuffer;20x15-M6x10;VE10";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842511352;415511353;"Platte 90x90L;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842511704;481511704;Aluminiumprofil 30x45;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557204;411511872;Aluminiumprofil 60x60L;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842548809;411511874;Abdeckkappe 60x60 schwarz;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842511893;413511893;"Gelenkfuß M12x85;D58;VE20";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557205;481512603;Aluminiumprofil 30x60;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842513517;405513517;"Gleiter;8/10; L=60";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842513576;411513576;Aluminiumprofil 15x22,5;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842513581;481513581;Aluminiumprofil 11x20;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842513584;481513584;Abdeckkappe 11x20 schwarz;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842514928;482514928;"Nutenstein M4;Nut8;VE100";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842514929;482514929;Nutenstein M5, Nut 8;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842514930;482514930;"Nutenstein M6;Nut8;VE100";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842514931;482514931;"Nutenstein M8;Nut8;VE100";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557946;481515229;Rahmenprofil 22,5x30;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842515367;412515367;"Lenkrolle D125 F ölbest.;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842515473;482515473;Winkel R 28x28x38 VE100;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842515547;402515547;"Winkel R 28x38 kompl.N8/10;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842557226;411516015;Aluminiumprofil 90x180L;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842516165;402516165;"Magnetschnäpper;Nut8/10;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842516175;408516175;Fußplatte 135 x 135 (1);siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842516669;412516669;"Feder Nut10;VE100";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842516685;482516685;"Feder Nut8;VE100";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842516715;402516715;Falttürelement Nut 8/1 LE01;siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842516845;404516845;"Klemmhebel M8x12;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
3842516846;404516846;"Klemmhebel M8x20;LE01";siehe Artikelnummer B-45, BR auf Anfrage;--; auf Anfrage ;;;;;
